Namespace(method='qvit_lsq_qsam_sam', variant='B_32', nbits=4, data_path='/workspace/AOQ-main/AO_QAT/data', download=False, input_size=224, epochs=100, batch_size=64, workers=8, lr=0.0005, min_lr=1e-05, weight_decay=0.05, device='cuda', seed=42, output_dir='/workspace/AOQ-main/runs/google_vit_cifar100_qvit_lsq_qsam_sam_rho05_wu5_wandb_20260718_095229', finetune='auto', no_finetune=False, qsam_ratio=0.001, qsam_rho=0.5, qsam_warmup_epochs=5, debug_train_batches=0, debug_val_batches=0, print_freq=20, wandb=True, wandb_project='aoq-vit-qat', wandb_entity=None, wandb_run_name='google_vit_cifar100_qvit_lsq_qsam_sam_rho05_wu5')
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /root/.netrc.
wandb: Currently logged in as: solhee0912 (solhee0912-kookmin-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.26.1
wandb: Run data is saved locally in /workspace/AOQ-main/AO_QAT/vit_qvit_cifar/wandb/run-20260718_095243-lsu6ur57
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run google_vit_cifar100_qvit_lsq_qsam_sam_rho05_wu5
wandb: ⭐️ View project at https://wandb.ai/solhee0912-kookmin-university/aoq-vit-qat
wandb: 🚀 View run at https://wandb.ai/solhee0912-kookmin-university/aoq-vit-qat/runs/lsu6ur57
[google-vit] source repo: /workspace/AOQ-main/third_party/vision_transformer
train step=480 loss=1.1785 sam_loss=1.7295 avg_loss=0.8370 acc1=70.31
train step=500 loss=0.9009 sam_loss=1.4353 avg_loss=0.8366 acc1=82.81
train step=520 loss=1.1002 sam_loss=1.6212 avg_loss=0.8382 acc1=71.88
train step=540 loss=1.0802 sam_loss=1.6206 avg_loss=0.8403 acc1=71.88
train step=560 loss=0.8974 sam_loss=1.3661 avg_loss=0.8387 acc1=78.12
train step=580 loss=0.9336 sam_loss=1.4612 avg_loss=0.8390 acc1=76.56
train step=600 loss=0.8633 sam_loss=1.2942 avg_loss=0.8379 acc1=81.25
train step=620 loss=0.6941 sam_loss=1.0888 avg_loss=0.8370 acc1=85.94
train step=640 loss=0.7166 sam_loss=1.1308 avg_loss=0.8383 acc1=84.38
train step=660 loss=0.9928 sam_loss=1.4975 avg_loss=0.8386 acc1=75.00
train step=680 loss=0.7954 sam_loss=1.1966 avg_loss=0.8370 acc1=82.81
train step=700 loss=0.8923 sam_loss=1.4039 avg_loss=0.8361 acc1=79.69
train step=720 loss=0.7605 sam_loss=1.2852 avg_loss=0.8388 acc1=79.69
train step=740 loss=0.6777 sam_loss=1.0758 avg_loss=0.8397 acc1=82.81
train step=760 loss=0.8123 sam_loss=1.2681 avg_loss=0.8399 acc1=82.81
train step=780 loss=1.0409 sam_loss=1.6292 avg_loss=0.8400 acc1=70.31
epoch=82 train_acc1=79.842 val_acc1=90.280 val_acc5=98.840 best=90.350
train step=0 loss=0.5842 sam_loss=0.9865 avg_loss=0.5842 acc1=89.06
train step=20 loss=0.8201 sam_loss=1.3316 avg_loss=0.8125 acc1=75.00
train step=40 loss=1.0105 sam_loss=1.5172 avg_loss=0.8221 acc1=75.00
train step=60 loss=0.8462 sam_loss=1.2827 avg_loss=0.8328 acc1=81.25
train step=80 loss=0.7693 sam_loss=1.2390 avg_loss=0.8249 acc1=81.25
train step=100 loss=0.5831 sam_loss=1.0738 avg_loss=0.8094 acc1=82.81
train step=120 loss=0.9511 sam_loss=1.5018 avg_loss=0.8067 acc1=78.12
train step=140 loss=0.5157 sam_loss=0.9295 avg_loss=0.8075 acc1=87.50
train step=160 loss=0.8385 sam_loss=1.3146 avg_loss=0.8078 acc1=81.25
train step=180 loss=0.9047 sam_loss=1.3969 avg_loss=0.8120 acc1=81.25
train step=200 loss=0.7333 sam_loss=1.2335 avg_loss=0.8053 acc1=84.38
train step=220 loss=0.7778 sam_loss=1.2684 avg_loss=0.8105 acc1=81.25
train step=240 loss=1.2280 sam_loss=1.7120 avg_loss=0.8134 acc1=67.19
train step=260 loss=0.5525 sam_loss=1.0178 avg_loss=0.8181 acc1=89.06
train step=280 loss=0.7387 sam_loss=1.1576 avg_loss=0.8183 acc1=82.81
train step=300 loss=0.8083 sam_loss=1.2603 avg_loss=0.8179 acc1=78.12
train step=320 loss=0.5684 sam_loss=0.9479 avg_loss=0.8227 acc1=87.50
train step=340 loss=1.0580 sam_loss=1.5712 avg_loss=0.8252 acc1=73.44
train step=360 loss=0.7785 sam_loss=1.1783 avg_loss=0.8271 acc1=81.25
train step=380 loss=1.0505 sam_loss=1.5327 avg_loss=0.8287 acc1=71.88
train step=400 loss=0.7328 sam_loss=1.2131 avg_loss=0.8258 acc1=82.81
train step=420 loss=1.1169 sam_loss=1.6177 avg_loss=0.8272 acc1=71.88
train step=440 loss=0.8175 sam_loss=1.2631 avg_loss=0.8275 acc1=78.12
train step=460 loss=0.8728 sam_loss=1.3682 avg_loss=0.8286 acc1=79.69
train step=480 loss=0.6335 sam_loss=1.0986 avg_loss=0.8276 acc1=87.50
train step=500 loss=1.0205 sam_loss=1.4882 avg_loss=0.8273 acc1=75.00
train step=520 loss=0.9150 sam_loss=1.3725 avg_loss=0.8271 acc1=81.25
train step=540 loss=0.8505 sam_loss=1.3923 avg_loss=0.8274 acc1=81.25
train step=560 loss=1.3590 sam_loss=1.8986 avg_loss=0.8287 acc1=70.31
train step=580 loss=0.7870 sam_loss=1.2471 avg_loss=0.8283 acc1=79.69
train step=600 loss=0.8363 sam_loss=1.3613 avg_loss=0.8292 acc1=76.56
train step=620 loss=0.7724 sam_loss=1.2913 avg_loss=0.8283 acc1=81.25
train step=640 loss=0.4608 sam_loss=0.9022 avg_loss=0.8291 acc1=90.62
train step=660 loss=0.7996 sam_loss=1.2962 avg_loss=0.8294 acc1=84.38
train step=680 loss=0.6342 sam_loss=1.0876 avg_loss=0.8299 acc1=89.06
train step=700 loss=0.7123 sam_loss=1.1874 avg_loss=0.8293 acc1=85.94
train step=720 loss=1.2233 sam_loss=1.7102 avg_loss=0.8290 acc1=71.88
train step=740 loss=0.8880 sam_loss=1.3773 avg_loss=0.8296 acc1=76.56
train step=760 loss=0.9777 sam_loss=1.4223 avg_loss=0.8304 acc1=73.44
train step=780 loss=0.7338 sam_loss=1.1712 avg_loss=0.8329 acc1=85.94
epoch=83 train_acc1=80.018 val_acc1=90.170 val_acc5=98.840 best=90.350
train step=0 loss=0.8423 sam_loss=1.3550 avg_loss=0.8423 acc1=81.25
train step=20 loss=0.7792 sam_loss=1.2539 avg_loss=0.8124 acc1=84.38
train step=40 loss=0.8897 sam_loss=1.5053 avg_loss=0.8249 acc1=75.00
train step=60 loss=1.0520 sam_loss=1.5015 avg_loss=0.8299 acc1=78.12
train step=80 loss=0.8904 sam_loss=1.3794 avg_loss=0.8280 acc1=76.56
train step=100 loss=1.0853 sam_loss=1.6092 avg_loss=0.8386 acc1=76.56
train step=120 loss=0.7187 sam_loss=1.1242 avg_loss=0.8395 acc1=81.25
train step=140 loss=0.9231 sam_loss=1.3886 avg_loss=0.8469 acc1=79.69
train step=160 loss=0.6859 sam_loss=1.1729 avg_loss=0.8468 acc1=84.38
train step=180 loss=1.0092 sam_loss=1.5681 avg_loss=0.8520 acc1=73.44
train step=200 loss=0.7764 sam_loss=1.3004 avg_loss=0.8491 acc1=82.81
train step=220 loss=0.7894 sam_loss=1.3631 avg_loss=0.8465 acc1=81.25
train step=240 loss=0.9137 sam_loss=1.3441 avg_loss=0.8471 acc1=81.25
train step=260 loss=0.6017 sam_loss=0.9816 avg_loss=0.8401 acc1=82.81
train step=280 loss=0.7041 sam_loss=1.1243 avg_loss=0.8368 acc1=87.50
train step=300 loss=0.9305 sam_loss=1.4065 avg_loss=0.8385 acc1=75.00
train step=320 loss=0.6752 sam_loss=1.1997 avg_loss=0.8363 acc1=85.94
train step=340 loss=1.0039 sam_loss=1.5148 avg_loss=0.8355 acc1=76.56
train step=360 loss=0.5950 sam_loss=1.0527 avg_loss=0.8365 acc1=85.94
train step=380 loss=0.8888 sam_loss=1.3821 avg_loss=0.8383 acc1=76.56
train step=400 loss=0.6741 sam_loss=1.1690 avg_loss=0.8378 acc1=78.12
train step=420 loss=0.7705 sam_loss=1.1903 avg_loss=0.8384 acc1=81.25
train step=440 loss=0.7336 sam_loss=1.1986 avg_loss=0.8377 acc1=78.12
train step=460 loss=0.7965 sam_loss=1.2595 avg_loss=0.8355 acc1=76.56
train step=480 loss=0.7085 sam_loss=1.1375 avg_loss=0.8368 acc1=79.69
train step=500 loss=0.9291 sam_loss=1.4170 avg_loss=0.8377 acc1=81.25
train step=520 loss=0.6253 sam_loss=1.0504 avg_loss=0.8370 acc1=85.94
train step=540 loss=0.6496 sam_loss=1.0824 avg_loss=0.8372 acc1=85.94
train step=560 loss=0.7429 sam_loss=1.2317 avg_loss=0.8353 acc1=78.12
train step=580 loss=0.6341 sam_loss=1.1081 avg_loss=0.8342 acc1=89.06
train step=600 loss=0.9172 sam_loss=1.3703 avg_loss=0.8320 acc1=78.12
train step=620 loss=0.8784 sam_loss=1.3388 avg_loss=0.8329 acc1=78.12
train step=640 loss=0.9438 sam_loss=1.3388 avg_loss=0.8337 acc1=81.25
train step=660 loss=0.8372 sam_loss=1.3431 avg_loss=0.8342 acc1=81.25
train step=680 loss=0.7454 sam_loss=1.2672 avg_loss=0.8340 acc1=79.69
train step=700 loss=1.0196 sam_loss=1.5410 avg_loss=0.8352 acc1=76.56
train step=720 loss=0.7930 sam_loss=1.2616 avg_loss=0.8368 acc1=82.81
train step=740 loss=0.8921 sam_loss=1.3733 avg_loss=0.8381 acc1=84.38
train step=760 loss=0.6121 sam_loss=1.0641 avg_loss=0.8364 acc1=85.94
train step=780 loss=1.0322 sam_loss=1.4966 avg_loss=0.8363 acc1=75.00
epoch=84 train_acc1=80.052 val_acc1=90.310 val_acc5=98.830 best=90.350
train step=0 loss=0.5504 sam_loss=0.9038 avg_loss=0.5504 acc1=87.50
train step=20 loss=0.9579 sam_loss=1.4176 avg_loss=0.8517 acc1=76.56
train step=40 loss=0.7971 sam_loss=1.2543 avg_loss=0.8188 acc1=84.38
train step=60 loss=0.7658 sam_loss=1.1878 avg_loss=0.8231 acc1=76.56
train step=80 loss=0.8447 sam_loss=1.2392 avg_loss=0.8308 acc1=82.81
train step=100 loss=0.7107 sam_loss=1.2029 avg_loss=0.8310 acc1=81.25
train step=120 loss=0.7494 sam_loss=1.2725 avg_loss=0.8348 acc1=84.38
train step=140 loss=0.6444 sam_loss=1.0096 avg_loss=0.8335 acc1=84.38
train step=160 loss=0.9417 sam_loss=1.4088 avg_loss=0.8313 acc1=76.56
train step=180 loss=0.9798 sam_loss=1.4549 avg_loss=0.8337 acc1=76.56
train step=200 loss=0.6463 sam_loss=1.1014 avg_loss=0.8319 acc1=85.94
train step=220 loss=0.9797 sam_loss=1.4077 avg_loss=0.8323 acc1=76.56
train step=240 loss=0.7930 sam_loss=1.2283 avg_loss=0.8284 acc1=82.81
train step=260 loss=0.9528 sam_loss=1.4866 avg_loss=0.8294 acc1=78.12
train step=280 loss=0.4648 sam_loss=0.8739 avg_loss=0.8252 acc1=90.62
train step=300 loss=0.8710 sam_loss=1.3388 avg_loss=0.8269 acc1=75.00
train step=320 loss=0.9325 sam_loss=1.4258 avg_loss=0.8258 acc1=79.69
train step=340 loss=0.8237 sam_loss=1.2930 avg_loss=0.8259 acc1=89.06
train step=360 loss=0.9564 sam_loss=1.4537 avg_loss=0.8250 acc1=78.12
train step=380 loss=0.5557 sam_loss=0.9420 avg_loss=0.8260 acc1=92.19
train step=400 loss=1.0836 sam_loss=1.5462 avg_loss=0.8299 acc1=75.00
train step=420 loss=1.0735 sam_loss=1.5472 avg_loss=0.8302 acc1=71.88
train step=440 loss=0.7310 sam_loss=1.1445 avg_loss=0.8292 acc1=84.38
train step=460 loss=0.8821 sam_loss=1.3146 avg_loss=0.8304 acc1=75.00
train step=480 loss=0.9871 sam_loss=1.4979 avg_loss=0.8298 acc1=75.00
train step=500 loss=0.8456 sam_loss=1.2782 avg_loss=0.8299 acc1=79.69
train step=520 loss=0.8357 sam_loss=1.3072 avg_loss=0.8286 acc1=79.69
train step=540 loss=0.7224 sam_loss=1.1435 avg_loss=0.8290 acc1=87.50
train step=560 loss=0.8330 sam_loss=1.3417 avg_loss=0.8295 acc1=81.25
train step=580 loss=0.9980 sam_loss=1.5436 avg_loss=0.8289 acc1=76.56
train step=600 loss=0.9386 sam_loss=1.4215 avg_loss=0.8277 acc1=79.69
train step=620 loss=1.1048 sam_loss=1.5828 avg_loss=0.8274 acc1=70.31
train step=640 loss=0.6669 sam_loss=1.1147 avg_loss=0.8253 acc1=82.81
train step=660 loss=0.6234 sam_loss=1.0657 avg_loss=0.8241 acc1=84.38
train step=680 loss=0.6256 sam_loss=1.0526 avg_loss=0.8240 acc1=87.50
train step=700 loss=0.8745 sam_loss=1.3163 avg_loss=0.8232 acc1=76.56
train step=720 loss=0.7810 sam_loss=1.2358 avg_loss=0.8224 acc1=79.69
train step=740 loss=0.8088 sam_loss=1.3204 avg_loss=0.8227 acc1=78.12
train step=760 loss=0.8867 sam_loss=1.3728 avg_loss=0.8227 acc1=78.12
train step=780 loss=0.8848 sam_loss=1.3862 avg_loss=0.8224 acc1=76.56
epoch=85 train_acc1=80.236 val_acc1=90.150 val_acc5=98.840 best=90.350
train step=0 loss=0.7080 sam_loss=1.1609 avg_loss=0.7080 acc1=79.69
train step=20 loss=0.9771 sam_loss=1.3934 avg_loss=0.8295 acc1=73.44
train step=40 loss=0.7068 sam_loss=1.1879 avg_loss=0.8116 acc1=84.38
train step=60 loss=0.6254 sam_loss=1.0654 avg_loss=0.8112 acc1=84.38
train step=80 loss=0.5981 sam_loss=1.0485 avg_loss=0.8219 acc1=87.50
train step=100 loss=0.8766 sam_loss=1.4085 avg_loss=0.8281 acc1=79.69
train step=120 loss=0.8819 sam_loss=1.3584 avg_loss=0.8271 acc1=79.69
train step=140 loss=0.9561 sam_loss=1.4604 avg_loss=0.8233 acc1=78.12
train step=160 loss=1.0080 sam_loss=1.5031 avg_loss=0.8219 acc1=73.44
train step=180 loss=1.2522 sam_loss=1.7560 avg_loss=0.8204 acc1=67.19
train step=200 loss=0.7524 sam_loss=1.2578 avg_loss=0.8206 acc1=81.25
train step=220 loss=0.7013 sam_loss=1.1579 avg_loss=0.8246 acc1=85.94
train step=240 loss=1.0205 sam_loss=1.5630 avg_loss=0.8229 acc1=76.56
train step=260 loss=0.8499 sam_loss=1.3945 avg_loss=0.8257 acc1=81.25
train step=280 loss=0.8709 sam_loss=1.3575 avg_loss=0.8238 acc1=78.12
train step=300 loss=0.7199 sam_loss=1.2321 avg_loss=0.8217 acc1=81.25
train step=320 loss=0.7456 sam_loss=1.2651 avg_loss=0.8225 acc1=84.38
train step=340 loss=0.6623 sam_loss=1.1707 avg_loss=0.8195 acc1=90.62
train step=360 loss=0.8685 sam_loss=1.3178 avg_loss=0.8191 acc1=81.25
train step=380 loss=0.9790 sam_loss=1.5548 avg_loss=0.8185 acc1=78.12
train step=400 loss=0.6353 sam_loss=1.0878 avg_loss=0.8183 acc1=84.38
train step=420 loss=0.7903 sam_loss=1.2741 avg_loss=0.8181 acc1=81.25
train step=440 loss=0.6059 sam_loss=1.0651 avg_loss=0.8190 acc1=87.50
train step=460 loss=1.0390 sam_loss=1.4944 avg_loss=0.8198 acc1=71.88
train step=480 loss=0.8106 sam_loss=1.3302 avg_loss=0.8195 acc1=76.56
train step=500 loss=0.8182 sam_loss=1.2935 avg_loss=0.8198 acc1=81.25
train step=520 loss=0.7827 sam_loss=1.2645 avg_loss=0.8189 acc1=82.81
train step=540 loss=0.6472 sam_loss=1.0901 avg_loss=0.8177 acc1=84.38
train step=560 loss=1.0141 sam_loss=1.4786 avg_loss=0.8156 acc1=76.56
train step=580 loss=0.9541 sam_loss=1.4185 avg_loss=0.8161 acc1=76.56
train step=600 loss=0.9828 sam_loss=1.4979 avg_loss=0.8165 acc1=78.12
train step=620 loss=0.8011 sam_loss=1.2500 avg_loss=0.8172 acc1=87.50
train step=640 loss=1.0458 sam_loss=1.4991 avg_loss=0.8167 acc1=70.31
train step=660 loss=0.7893 sam_loss=1.2805 avg_loss=0.8178 acc1=79.69
train step=680 loss=0.7236 sam_loss=1.1615 avg_loss=0.8175 acc1=85.94
train step=700 loss=0.7609 sam_loss=1.2223 avg_loss=0.8180 acc1=81.25
train step=720 loss=0.7372 sam_loss=1.1923 avg_loss=0.8177 acc1=84.38
train step=740 loss=0.6642 sam_loss=1.0833 avg_loss=0.8179 acc1=87.50
train step=760 loss=0.5134 sam_loss=0.9337 avg_loss=0.8175 acc1=89.06
train step=780 loss=0.6358 sam_loss=1.0590 avg_loss=0.8183 acc1=89.06
epoch=86 train_acc1=80.430 val_acc1=90.200 val_acc5=98.900 best=90.350
train step=0 loss=1.0657 sam_loss=1.5433 avg_loss=1.0657 acc1=71.88
train step=20 loss=0.7120 sam_loss=1.1843 avg_loss=0.8219 acc1=79.69
train step=40 loss=0.9275 sam_loss=1.3459 avg_loss=0.8209 acc1=81.25
train step=60 loss=0.6531 sam_loss=1.1320 avg_loss=0.8284 acc1=84.38
train step=80 loss=0.6996 sam_loss=1.1636 avg_loss=0.8301 acc1=85.94
train step=100 loss=0.7269 sam_loss=1.1798 avg_loss=0.8262 acc1=82.81
train step=120 loss=0.7354 sam_loss=1.2074 avg_loss=0.8274 acc1=82.81
train step=140 loss=0.9832 sam_loss=1.4161 avg_loss=0.8319 acc1=81.25
train step=160 loss=1.0269 sam_loss=1.5127 avg_loss=0.8312 acc1=79.69
train step=180 loss=0.5911 sam_loss=1.0836 avg_loss=0.8284 acc1=87.50
train step=200 loss=0.9888 sam_loss=1.5244 avg_loss=0.8244 acc1=75.00
train step=220 loss=0.9996 sam_loss=1.5642 avg_loss=0.8230 acc1=76.56
train step=240 loss=0.7816 sam_loss=1.3942 avg_loss=0.8201 acc1=81.25
train step=260 loss=0.9378 sam_loss=1.4762 avg_loss=0.8244 acc1=78.12
train step=280 loss=0.9199 sam_loss=1.4509 avg_loss=0.8204 acc1=75.00
train step=300 loss=0.8079 sam_loss=1.2587 avg_loss=0.8202 acc1=76.56
train step=320 loss=1.0940 sam_loss=1.5877 avg_loss=0.8226 acc1=75.00
train step=340 loss=1.1365 sam_loss=1.6565 avg_loss=0.8247 acc1=73.44
train step=360 loss=0.7190 sam_loss=1.1455 avg_loss=0.8239 acc1=79.69
train step=380 loss=0.9968 sam_loss=1.4672 avg_loss=0.8258 acc1=78.12
train step=400 loss=0.7134 sam_loss=1.1415 avg_loss=0.8269 acc1=90.62
train step=420 loss=0.7430 sam_loss=1.2050 avg_loss=0.8270 acc1=84.38
train step=440 loss=0.8027 sam_loss=1.2241 avg_loss=0.8253 acc1=79.69
train step=460 loss=0.7921 sam_loss=1.3027 avg_loss=0.8273 acc1=81.25
train step=480 loss=0.7045 sam_loss=1.1522 avg_loss=0.8257 acc1=81.25
train step=500 loss=0.8320 sam_loss=1.3743 avg_loss=0.8258 acc1=73.44
train step=520 loss=0.7009 sam_loss=1.2266 avg_loss=0.8249 acc1=84.38
train step=540 loss=0.8325 sam_loss=1.3256 avg_loss=0.8249 acc1=76.56
train step=560 loss=0.8514 sam_loss=1.3191 avg_loss=0.8249 acc1=79.69
train step=580 loss=0.8044 sam_loss=1.2922 avg_loss=0.8230 acc1=82.81
train step=600 loss=1.0027 sam_loss=1.5939 avg_loss=0.8244 acc1=73.44
train step=620 loss=0.7546 sam_loss=1.2426 avg_loss=0.8242 acc1=85.94
train step=640 loss=0.6592 sam_loss=1.1483 avg_loss=0.8230 acc1=84.38
train step=660 loss=0.6182 sam_loss=1.0845 avg_loss=0.8225 acc1=84.38
train step=680 loss=0.8181 sam_loss=1.2790 avg_loss=0.8219 acc1=79.69
train step=700 loss=0.7280 sam_loss=1.2149 avg_loss=0.8212 acc1=79.69
train step=720 loss=0.7441 sam_loss=1.1787 avg_loss=0.8211 acc1=82.81
train step=740 loss=0.8765 sam_loss=1.3656 avg_loss=0.8212 acc1=79.69
train step=760 loss=0.8068 sam_loss=1.3331 avg_loss=0.8208 acc1=81.25
train step=780 loss=0.7776 sam_loss=1.2563 avg_loss=0.8211 acc1=87.50
epoch=87 train_acc1=80.416 val_acc1=90.150 val_acc5=98.850 best=90.350
train step=0 loss=0.9852 sam_loss=1.4080 avg_loss=0.9852 acc1=79.69
train step=20 loss=0.8968 sam_loss=1.3866 avg_loss=0.8284 acc1=75.00
train step=40 loss=0.6938 sam_loss=1.1683 avg_loss=0.8137 acc1=82.81
train step=60 loss=0.9030 sam_loss=1.3792 avg_loss=0.8303 acc1=79.69
train step=80 loss=0.6153 sam_loss=1.0335 avg_loss=0.8363 acc1=81.25
train step=100 loss=0.7989 sam_loss=1.3229 avg_loss=0.8209 acc1=79.69
train step=120 loss=0.8360 sam_loss=1.3179 avg_loss=0.8173 acc1=81.25
train step=140 loss=0.4453 sam_loss=0.9569 avg_loss=0.8172 acc1=89.06
train step=160 loss=0.8186 sam_loss=1.3393 avg_loss=0.8137 acc1=75.00
train step=180 loss=0.8630 sam_loss=1.3745 avg_loss=0.8166 acc1=78.12
train step=200 loss=0.7716 sam_loss=1.2129 avg_loss=0.8184 acc1=84.38
train step=220 loss=1.0089 sam_loss=1.5528 avg_loss=0.8176 acc1=75.00
train step=240 loss=0.6300 sam_loss=1.1252 avg_loss=0.8166 acc1=85.94
train step=260 loss=0.7061 sam_loss=1.1357 avg_loss=0.8130 acc1=78.12
train step=280 loss=1.0085 sam_loss=1.5047 avg_loss=0.8171 acc1=76.56
train step=300 loss=0.8748 sam_loss=1.4075 avg_loss=0.8192 acc1=82.81
train step=320 loss=0.5890 sam_loss=1.0661 avg_loss=0.8215 acc1=87.50
train step=340 loss=0.7302 sam_loss=1.2150 avg_loss=0.8234 acc1=79.69
train step=360 loss=0.7778 sam_loss=1.1963 avg_loss=0.8202 acc1=81.25
train step=380 loss=0.7522 sam_loss=1.1966 avg_loss=0.8169 acc1=84.38
train step=400 loss=0.7998 sam_loss=1.2086 avg_loss=0.8163 acc1=79.69
train step=420 loss=1.0258 sam_loss=1.6463 avg_loss=0.8157 acc1=76.56
train step=440 loss=0.9607 sam_loss=1.5283 avg_loss=0.8173 acc1=79.69
train step=460 loss=0.9479 sam_loss=1.4015 avg_loss=0.8184 acc1=76.56
train step=480 loss=0.9205 sam_loss=1.4055 avg_loss=0.8173 acc1=78.12
train step=500 loss=0.7606 sam_loss=1.2443 avg_loss=0.8164 acc1=79.69
train step=520 loss=0.7083 sam_loss=1.2119 avg_loss=0.8190 acc1=81.25
train step=540 loss=1.0511 sam_loss=1.4598 avg_loss=0.8200 acc1=78.12
train step=560 loss=0.8826 sam_loss=1.4092 avg_loss=0.8201 acc1=76.56
train step=580 loss=0.6653 sam_loss=1.0841 avg_loss=0.8189 acc1=82.81
train step=600 loss=0.8484 sam_loss=1.2893 avg_loss=0.8195 acc1=82.81
train step=620 loss=0.8445 sam_loss=1.4297 avg_loss=0.8210 acc1=81.25
train step=640 loss=0.8868 sam_loss=1.3683 avg_loss=0.8227 acc1=79.69
train step=660 loss=0.6322 sam_loss=1.0911 avg_loss=0.8217 acc1=85.94
train step=680 loss=0.8572 sam_loss=1.3111 avg_loss=0.8216 acc1=82.81
train step=700 loss=0.8517 sam_loss=1.3150 avg_loss=0.8206 acc1=79.69
train step=720 loss=0.7416 sam_loss=1.2145 avg_loss=0.8197 acc1=81.25
train step=740 loss=0.8396 sam_loss=1.2435 avg_loss=0.8199 acc1=81.25
train step=760 loss=0.8810 sam_loss=1.3432 avg_loss=0.8197 acc1=82.81
train step=780 loss=0.8861 sam_loss=1.4258 avg_loss=0.8172 acc1=82.81
epoch=88 train_acc1=80.622 val_acc1=90.320 val_acc5=98.920 best=90.350
train step=0 loss=0.8776 sam_loss=1.3302 avg_loss=0.8776 acc1=79.69
train step=20 loss=0.7305 sam_loss=1.2115 avg_loss=0.8132 acc1=84.38
train step=40 loss=0.5143 sam_loss=0.9407 avg_loss=0.8097 acc1=89.06
train step=60 loss=1.0137 sam_loss=1.5243 avg_loss=0.8153 acc1=76.56
train step=80 loss=0.5813 sam_loss=1.0107 avg_loss=0.8043 acc1=87.50
train step=100 loss=0.8329 sam_loss=1.3409 avg_loss=0.7978 acc1=71.88
train step=120 loss=0.5534 sam_loss=0.9916 avg_loss=0.7940 acc1=85.94
train step=140 loss=1.0516 sam_loss=1.5436 avg_loss=0.7936 acc1=75.00
train step=160 loss=0.7657 sam_loss=1.1934 avg_loss=0.8048 acc1=81.25
train step=180 loss=1.0611 sam_loss=1.7194 avg_loss=0.8102 acc1=73.44
train step=200 loss=0.9721 sam_loss=1.3577 avg_loss=0.8049 acc1=82.81
train step=220 loss=0.8292 sam_loss=1.3346 avg_loss=0.8003 acc1=82.81
train step=240 loss=0.9140 sam_loss=1.3994 avg_loss=0.7999 acc1=82.81
train step=260 loss=0.7992 sam_loss=1.3141 avg_loss=0.8073 acc1=73.44
train step=280 loss=1.1847 sam_loss=1.6645 avg_loss=0.8077 acc1=71.88
train step=300 loss=0.9421 sam_loss=1.3536 avg_loss=0.8087 acc1=71.88
train step=320 loss=0.6480 sam_loss=1.1079 avg_loss=0.8094 acc1=84.38
train step=340 loss=0.8000 sam_loss=1.3627 avg_loss=0.8053 acc1=81.25
train step=360 loss=0.9055 sam_loss=1.4079 avg_loss=0.8113 acc1=79.69
train step=380 loss=1.0720 sam_loss=1.5812 avg_loss=0.8111 acc1=76.56
train step=400 loss=0.8866 sam_loss=1.3625 avg_loss=0.8120 acc1=79.69
train step=420 loss=0.6573 sam_loss=1.0465 avg_loss=0.8140 acc1=87.50
train step=440 loss=0.7151 sam_loss=1.1669 avg_loss=0.8123 acc1=79.69
train step=460 loss=1.1058 sam_loss=1.5932 avg_loss=0.8119 acc1=73.44
train step=480 loss=0.7923 sam_loss=1.1945 avg_loss=0.8124 acc1=84.38
train step=500 loss=0.8555 sam_loss=1.3393 avg_loss=0.8143 acc1=78.12
train step=520 loss=0.8451 sam_loss=1.3389 avg_loss=0.8170 acc1=79.69
train step=540 loss=0.6845 sam_loss=1.1183 avg_loss=0.8190 acc1=84.38
train step=560 loss=0.8497 sam_loss=1.4140 avg_loss=0.8195 acc1=82.81
train step=580 loss=0.9338 sam_loss=1.4464 avg_loss=0.8212 acc1=78.12
train step=600 loss=1.0726 sam_loss=1.6332 avg_loss=0.8204 acc1=70.31
train step=620 loss=0.6471 sam_loss=1.0645 avg_loss=0.8209 acc1=82.81
train step=640 loss=0.9208 sam_loss=1.4159 avg_loss=0.8199 acc1=81.25
train step=660 loss=0.9223 sam_loss=1.4420 avg_loss=0.8187 acc1=79.69
train step=680 loss=0.5836 sam_loss=1.0525 avg_loss=0.8164 acc1=87.50
train step=700 loss=0.4550 sam_loss=0.9011 avg_loss=0.8163 acc1=90.62
train step=720 loss=0.7314 sam_loss=1.2035 avg_loss=0.8180 acc1=78.12
train step=740 loss=0.7068 sam_loss=1.1094 avg_loss=0.8158 acc1=82.81
train step=760 loss=0.8751 sam_loss=1.4195 avg_loss=0.8156 acc1=73.44
train step=780 loss=1.0135 sam_loss=1.5479 avg_loss=0.8144 acc1=75.00
epoch=89 train_acc1=80.414 val_acc1=90.280 val_acc5=98.910 best=90.350
train step=0 loss=0.8761 sam_loss=1.3711 avg_loss=0.8761 acc1=78.12
train step=20 loss=0.7745 sam_loss=1.2486 avg_loss=0.8114 acc1=82.81
train step=40 loss=0.7238 sam_loss=1.1846 avg_loss=0.7926 acc1=85.94
train step=60 loss=0.6473 sam_loss=1.0900 avg_loss=0.7882 acc1=89.06
