Namespace(method='qvit_lsq_qsam_sam', variant='B_32', nbits=4, data_path='/workspace/AOQ-main/AO_QAT/data', download=False, input_size=224, epochs=100, batch_size=64, workers=8, lr=0.0005, min_lr=1e-05, weight_decay=0.05, device='cuda', seed=42, output_dir='/workspace/AOQ-main/runs/google_vit_cifar100_qvit_lsq_qsam_sam_rho05_wu5_wandb_20260718_095229', finetune='auto', no_finetune=False, qsam_ratio=0.001, qsam_rho=0.5, qsam_warmup_epochs=5, debug_train_batches=0, debug_val_batches=0, print_freq=20, wandb=True, wandb_project='aoq-vit-qat', wandb_entity=None, wandb_run_name='google_vit_cifar100_qvit_lsq_qsam_sam_rho05_wu5')
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from /root/.netrc.
wandb: Currently logged in as: solhee0912 (solhee0912-kookmin-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.26.1
wandb: Run data is saved locally in /workspace/AOQ-main/AO_QAT/vit_qvit_cifar/wandb/run-20260718_095243-lsu6ur57
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run google_vit_cifar100_qvit_lsq_qsam_sam_rho05_wu5
wandb: ⭐️ View project at https://wandb.ai/solhee0912-kookmin-university/aoq-vit-qat
wandb: 🚀 View run at https://wandb.ai/solhee0912-kookmin-university/aoq-vit-qat/runs/lsu6ur57
[google-vit] source repo: /workspace/AOQ-main/third_party/vision_transformer
train step=760 loss=1.6018 sam_loss=2.2437 avg_loss=1.3295 acc1=60.94
train step=780 loss=1.3855 sam_loss=2.0200 avg_loss=1.3316 acc1=64.06
epoch=21 train_acc1=67.444 val_acc1=86.530 val_acc5=98.450 best=86.530
train step=0 loss=1.3120 sam_loss=1.9031 avg_loss=1.3120 acc1=62.50
train step=20 loss=1.3462 sam_loss=2.0286 avg_loss=1.2936 acc1=60.94
train step=40 loss=1.5385 sam_loss=2.1768 avg_loss=1.3423 acc1=60.94
train step=60 loss=1.0023 sam_loss=1.6055 avg_loss=1.3379 acc1=85.94
train step=80 loss=1.2500 sam_loss=1.9370 avg_loss=1.3301 acc1=68.75
train step=100 loss=1.2958 sam_loss=1.9561 avg_loss=1.3156 acc1=68.75
train step=120 loss=1.5324 sam_loss=2.0882 avg_loss=1.3234 acc1=65.62
train step=140 loss=1.3326 sam_loss=1.9313 avg_loss=1.3224 acc1=64.06
train step=160 loss=1.0953 sam_loss=1.6538 avg_loss=1.3280 acc1=71.88
train step=180 loss=1.2023 sam_loss=1.7331 avg_loss=1.3239 acc1=67.19
train step=200 loss=1.3266 sam_loss=1.9485 avg_loss=1.3260 acc1=68.75
train step=220 loss=1.1033 sam_loss=1.6739 avg_loss=1.3207 acc1=71.88
train step=240 loss=1.4650 sam_loss=2.0513 avg_loss=1.3221 acc1=68.75
train step=260 loss=1.1542 sam_loss=1.7128 avg_loss=1.3187 acc1=67.19
train step=280 loss=1.2730 sam_loss=1.8353 avg_loss=1.3214 acc1=67.19
train step=300 loss=1.0340 sam_loss=1.6141 avg_loss=1.3270 acc1=67.19
train step=320 loss=1.1642 sam_loss=1.7256 avg_loss=1.3256 acc1=76.56
train step=340 loss=1.2697 sam_loss=1.9054 avg_loss=1.3217 acc1=68.75
train step=360 loss=1.7535 sam_loss=2.4353 avg_loss=1.3216 acc1=56.25
train step=380 loss=1.2275 sam_loss=1.7961 avg_loss=1.3206 acc1=68.75
train step=400 loss=1.2763 sam_loss=1.8515 avg_loss=1.3191 acc1=64.06
train step=420 loss=1.2123 sam_loss=1.7812 avg_loss=1.3163 acc1=67.19
train step=440 loss=1.4550 sam_loss=2.1642 avg_loss=1.3135 acc1=60.94
train step=460 loss=1.5984 sam_loss=2.2584 avg_loss=1.3117 acc1=60.94
train step=480 loss=1.4718 sam_loss=2.0867 avg_loss=1.3092 acc1=67.19
train step=500 loss=1.3073 sam_loss=1.8932 avg_loss=1.3102 acc1=65.62
train step=520 loss=1.4031 sam_loss=2.0747 avg_loss=1.3075 acc1=65.62
train step=540 loss=1.3632 sam_loss=1.9668 avg_loss=1.3078 acc1=71.88
train step=560 loss=1.5064 sam_loss=2.0828 avg_loss=1.3082 acc1=57.81
train step=580 loss=1.2320 sam_loss=1.8804 avg_loss=1.3076 acc1=68.75
train step=600 loss=1.1925 sam_loss=1.8289 avg_loss=1.3070 acc1=78.12
train step=620 loss=1.2133 sam_loss=1.8363 avg_loss=1.3065 acc1=67.19
train step=640 loss=1.4998 sam_loss=2.1618 avg_loss=1.3088 acc1=64.06
train step=660 loss=1.4113 sam_loss=1.9650 avg_loss=1.3084 acc1=67.19
train step=680 loss=1.1182 sam_loss=1.6635 avg_loss=1.3099 acc1=65.62
train step=700 loss=1.3556 sam_loss=1.9414 avg_loss=1.3091 acc1=70.31
train step=720 loss=1.3430 sam_loss=2.0008 avg_loss=1.3058 acc1=70.31
train step=740 loss=1.3256 sam_loss=2.0303 avg_loss=1.3059 acc1=65.62
train step=760 loss=1.3806 sam_loss=1.9945 avg_loss=1.3069 acc1=67.19
train step=780 loss=1.5247 sam_loss=2.1219 avg_loss=1.3062 acc1=65.62
epoch=22 train_acc1=67.880 val_acc1=86.970 val_acc5=98.580 best=86.970
train step=0 loss=1.4229 sam_loss=2.0090 avg_loss=1.4229 acc1=62.50
train step=20 loss=1.1710 sam_loss=1.7382 avg_loss=1.3309 acc1=70.31
train step=40 loss=1.3957 sam_loss=2.0431 avg_loss=1.3183 acc1=64.06
train step=60 loss=1.2190 sam_loss=1.8047 avg_loss=1.3051 acc1=65.62
train step=80 loss=1.4436 sam_loss=2.0189 avg_loss=1.2882 acc1=62.50
train step=100 loss=1.3431 sam_loss=1.9104 avg_loss=1.2885 acc1=67.19
train step=120 loss=1.0118 sam_loss=1.5557 avg_loss=1.2948 acc1=73.44
train step=140 loss=1.1852 sam_loss=1.6836 avg_loss=1.2939 acc1=71.88
train step=160 loss=1.6498 sam_loss=2.3668 avg_loss=1.2949 acc1=57.81
train step=180 loss=1.4379 sam_loss=2.0129 avg_loss=1.2984 acc1=67.19
train step=200 loss=1.2224 sam_loss=1.8665 avg_loss=1.3032 acc1=68.75
train step=220 loss=0.9467 sam_loss=1.5396 avg_loss=1.3070 acc1=81.25
train step=240 loss=1.2919 sam_loss=1.9595 avg_loss=1.3108 acc1=70.31
train step=260 loss=1.1000 sam_loss=1.7193 avg_loss=1.3067 acc1=75.00
train step=280 loss=1.2012 sam_loss=1.7686 avg_loss=1.3023 acc1=70.31
train step=300 loss=1.0764 sam_loss=1.6997 avg_loss=1.2985 acc1=71.88
train step=320 loss=1.3468 sam_loss=1.9045 avg_loss=1.3033 acc1=73.44
train step=340 loss=1.0900 sam_loss=1.6432 avg_loss=1.2997 acc1=73.44
train step=360 loss=1.0556 sam_loss=1.6334 avg_loss=1.2991 acc1=71.88
train step=380 loss=1.4120 sam_loss=1.9678 avg_loss=1.2985 acc1=68.75
train step=400 loss=1.3920 sam_loss=2.0748 avg_loss=1.2961 acc1=60.94
train step=420 loss=1.3021 sam_loss=1.9092 avg_loss=1.2951 acc1=68.75
train step=440 loss=1.0147 sam_loss=1.6559 avg_loss=1.2966 acc1=78.12
train step=460 loss=1.2019 sam_loss=1.7388 avg_loss=1.2971 acc1=70.31
train step=480 loss=1.3030 sam_loss=1.9039 avg_loss=1.2970 acc1=68.75
train step=500 loss=1.2584 sam_loss=1.8976 avg_loss=1.2959 acc1=65.62
train step=520 loss=1.5792 sam_loss=2.1176 avg_loss=1.2960 acc1=59.38
train step=540 loss=1.3434 sam_loss=1.9149 avg_loss=1.3006 acc1=65.62
train step=560 loss=1.4293 sam_loss=2.0187 avg_loss=1.2995 acc1=64.06
train step=580 loss=1.2649 sam_loss=1.8487 avg_loss=1.3009 acc1=68.75
train step=600 loss=1.0363 sam_loss=1.6452 avg_loss=1.3005 acc1=71.88
train step=620 loss=1.5962 sam_loss=2.2510 avg_loss=1.3004 acc1=62.50
train step=640 loss=1.2525 sam_loss=1.7994 avg_loss=1.3007 acc1=71.88
train step=660 loss=1.2639 sam_loss=1.8605 avg_loss=1.2997 acc1=70.31
train step=680 loss=1.0498 sam_loss=1.5643 avg_loss=1.3000 acc1=76.56
train step=700 loss=1.4334 sam_loss=2.0687 avg_loss=1.3026 acc1=67.19
train step=720 loss=1.2345 sam_loss=1.7814 avg_loss=1.3021 acc1=68.75
train step=740 loss=1.1246 sam_loss=1.6706 avg_loss=1.3007 acc1=73.44
train step=760 loss=1.2099 sam_loss=1.7770 avg_loss=1.2996 acc1=65.62
train step=780 loss=1.6361 sam_loss=2.2623 avg_loss=1.2999 acc1=62.50
epoch=23 train_acc1=68.044 val_acc1=86.920 val_acc5=98.510 best=86.970
train step=0 loss=1.3790 sam_loss=1.9913 avg_loss=1.3790 acc1=64.06
train step=20 loss=1.4302 sam_loss=2.0196 avg_loss=1.3161 acc1=64.06
train step=40 loss=1.2556 sam_loss=1.8442 avg_loss=1.2936 acc1=71.88
train step=60 loss=1.1158 sam_loss=1.6640 avg_loss=1.2564 acc1=70.31
train step=80 loss=1.3996 sam_loss=1.9767 avg_loss=1.2588 acc1=67.19
train step=100 loss=1.3305 sam_loss=1.9204 avg_loss=1.2654 acc1=59.38
train step=120 loss=1.0047 sam_loss=1.5603 avg_loss=1.2598 acc1=81.25
train step=140 loss=1.1633 sam_loss=1.7211 avg_loss=1.2570 acc1=75.00
train step=160 loss=1.2577 sam_loss=1.8456 avg_loss=1.2555 acc1=68.75
train step=180 loss=1.3567 sam_loss=1.9452 avg_loss=1.2587 acc1=68.75
train step=200 loss=1.2639 sam_loss=1.7801 avg_loss=1.2559 acc1=70.31
train step=220 loss=1.2568 sam_loss=1.7973 avg_loss=1.2534 acc1=70.31
train step=240 loss=1.3362 sam_loss=1.9176 avg_loss=1.2559 acc1=65.62
train step=260 loss=1.2414 sam_loss=1.8160 avg_loss=1.2546 acc1=67.19
train step=280 loss=1.1014 sam_loss=1.6704 avg_loss=1.2571 acc1=79.69
train step=300 loss=1.2257 sam_loss=1.7762 avg_loss=1.2570 acc1=71.88
train step=320 loss=1.4392 sam_loss=2.0092 avg_loss=1.2601 acc1=62.50
train step=340 loss=1.4219 sam_loss=2.0472 avg_loss=1.2652 acc1=68.75
train step=360 loss=1.5731 sam_loss=2.2248 avg_loss=1.2664 acc1=62.50
train step=380 loss=1.5464 sam_loss=2.1942 avg_loss=1.2697 acc1=57.81
train step=400 loss=1.1755 sam_loss=1.7222 avg_loss=1.2682 acc1=71.88
train step=420 loss=1.1787 sam_loss=1.8241 avg_loss=1.2702 acc1=67.19
train step=440 loss=1.4688 sam_loss=2.1208 avg_loss=1.2671 acc1=64.06
train step=460 loss=1.2569 sam_loss=1.8901 avg_loss=1.2669 acc1=73.44
train step=480 loss=1.1473 sam_loss=1.7870 avg_loss=1.2659 acc1=71.88
train step=500 loss=1.3121 sam_loss=1.8842 avg_loss=1.2676 acc1=67.19
train step=520 loss=1.0471 sam_loss=1.5959 avg_loss=1.2680 acc1=75.00
train step=540 loss=0.9709 sam_loss=1.5684 avg_loss=1.2680 acc1=78.12
train step=560 loss=1.1425 sam_loss=1.7435 avg_loss=1.2653 acc1=71.88
train step=580 loss=1.1574 sam_loss=1.7580 avg_loss=1.2675 acc1=76.56
train step=600 loss=1.2558 sam_loss=1.8800 avg_loss=1.2691 acc1=64.06
train step=620 loss=1.3484 sam_loss=1.9407 avg_loss=1.2715 acc1=67.19
train step=640 loss=1.5245 sam_loss=2.1877 avg_loss=1.2725 acc1=60.94
train step=660 loss=1.6511 sam_loss=2.2588 avg_loss=1.2719 acc1=57.81
train step=680 loss=1.0189 sam_loss=1.6493 avg_loss=1.2719 acc1=81.25
train step=700 loss=1.1392 sam_loss=1.7069 avg_loss=1.2704 acc1=70.31
train step=720 loss=1.4236 sam_loss=2.0503 avg_loss=1.2714 acc1=65.62
train step=740 loss=1.2973 sam_loss=1.8753 avg_loss=1.2725 acc1=65.62
train step=760 loss=1.2015 sam_loss=1.8279 avg_loss=1.2716 acc1=60.94
train step=780 loss=1.1418 sam_loss=1.7351 avg_loss=1.2731 acc1=68.75
epoch=24 train_acc1=68.780 val_acc1=87.400 val_acc5=98.480 best=87.400
train step=0 loss=1.4964 sam_loss=2.0912 avg_loss=1.4964 acc1=68.75
train step=20 loss=1.2581 sam_loss=1.8673 avg_loss=1.2752 acc1=70.31
train step=40 loss=1.1576 sam_loss=1.6993 avg_loss=1.2244 acc1=73.44
train step=60 loss=1.3622 sam_loss=1.9773 avg_loss=1.2287 acc1=64.06
train step=80 loss=1.0599 sam_loss=1.6592 avg_loss=1.2259 acc1=76.56
train step=100 loss=1.2335 sam_loss=1.7696 avg_loss=1.2353 acc1=73.44
train step=120 loss=1.3970 sam_loss=2.0148 avg_loss=1.2264 acc1=70.31
train step=140 loss=1.1625 sam_loss=1.8011 avg_loss=1.2291 acc1=78.12
train step=160 loss=0.9725 sam_loss=1.5405 avg_loss=1.2372 acc1=76.56
train step=180 loss=1.2516 sam_loss=1.8420 avg_loss=1.2373 acc1=71.88
train step=200 loss=1.2964 sam_loss=1.8716 avg_loss=1.2407 acc1=64.06
train step=220 loss=1.1823 sam_loss=1.7624 avg_loss=1.2437 acc1=71.88
train step=240 loss=1.0015 sam_loss=1.5430 avg_loss=1.2458 acc1=76.56
train step=260 loss=1.4842 sam_loss=2.1117 avg_loss=1.2433 acc1=67.19
train step=280 loss=1.3089 sam_loss=1.9027 avg_loss=1.2431 acc1=65.62
train step=300 loss=1.5667 sam_loss=2.2179 avg_loss=1.2415 acc1=56.25
train step=320 loss=1.1889 sam_loss=1.8177 avg_loss=1.2433 acc1=71.88
train step=340 loss=0.9901 sam_loss=1.5352 avg_loss=1.2478 acc1=73.44
train step=360 loss=1.4903 sam_loss=2.1094 avg_loss=1.2482 acc1=67.19
train step=380 loss=1.3179 sam_loss=1.9471 avg_loss=1.2482 acc1=64.06
train step=400 loss=1.5498 sam_loss=2.1518 avg_loss=1.2501 acc1=62.50
train step=420 loss=1.1244 sam_loss=1.6473 avg_loss=1.2496 acc1=70.31
train step=440 loss=1.1470 sam_loss=1.7230 avg_loss=1.2496 acc1=75.00
train step=460 loss=1.5395 sam_loss=2.1830 avg_loss=1.2507 acc1=60.94
train step=480 loss=1.2221 sam_loss=1.8527 avg_loss=1.2502 acc1=68.75
train step=500 loss=1.3661 sam_loss=1.9058 avg_loss=1.2511 acc1=67.19
train step=520 loss=1.5942 sam_loss=2.2427 avg_loss=1.2524 acc1=65.62
train step=540 loss=0.8925 sam_loss=1.4145 avg_loss=1.2523 acc1=79.69
train step=560 loss=1.2231 sam_loss=1.8235 avg_loss=1.2527 acc1=71.88
train step=580 loss=0.9656 sam_loss=1.5200 avg_loss=1.2544 acc1=76.56
train step=600 loss=1.2828 sam_loss=1.8953 avg_loss=1.2537 acc1=70.31
train step=620 loss=1.3708 sam_loss=1.9766 avg_loss=1.2543 acc1=62.50
train step=640 loss=1.2422 sam_loss=1.8786 avg_loss=1.2537 acc1=71.88
train step=660 loss=1.0441 sam_loss=1.5463 avg_loss=1.2526 acc1=79.69
train step=680 loss=1.0534 sam_loss=1.6003 avg_loss=1.2524 acc1=76.56
train step=700 loss=1.8152 sam_loss=2.4031 avg_loss=1.2543 acc1=54.69
train step=720 loss=0.9601 sam_loss=1.5244 avg_loss=1.2558 acc1=76.56
train step=740 loss=1.1912 sam_loss=1.7548 avg_loss=1.2547 acc1=65.62
train step=760 loss=1.0012 sam_loss=1.6358 avg_loss=1.2555 acc1=76.56
train step=780 loss=1.2078 sam_loss=1.8052 avg_loss=1.2528 acc1=68.75
epoch=25 train_acc1=69.254 val_acc1=87.380 val_acc5=98.550 best=87.400
train step=0 loss=1.2614 sam_loss=1.8497 avg_loss=1.2614 acc1=73.44
train step=20 loss=1.2211 sam_loss=1.8698 avg_loss=1.2083 acc1=73.44
train step=40 loss=1.0600 sam_loss=1.6608 avg_loss=1.1978 acc1=75.00
train step=60 loss=0.9873 sam_loss=1.4582 avg_loss=1.2089 acc1=75.00
train step=80 loss=1.2353 sam_loss=1.8694 avg_loss=1.2200 acc1=71.88
train step=100 loss=1.1120 sam_loss=1.6753 avg_loss=1.2259 acc1=71.88
train step=120 loss=1.2493 sam_loss=1.8360 avg_loss=1.2298 acc1=68.75
train step=140 loss=1.5721 sam_loss=2.2225 avg_loss=1.2376 acc1=59.38
train step=160 loss=1.1420 sam_loss=1.7033 avg_loss=1.2372 acc1=75.00
train step=180 loss=1.2097 sam_loss=1.7788 avg_loss=1.2417 acc1=67.19
train step=200 loss=1.1827 sam_loss=1.7719 avg_loss=1.2398 acc1=70.31
train step=220 loss=1.2480 sam_loss=1.8758 avg_loss=1.2368 acc1=73.44
train step=240 loss=1.3395 sam_loss=1.9053 avg_loss=1.2356 acc1=70.31
train step=260 loss=1.1944 sam_loss=1.7489 avg_loss=1.2353 acc1=71.88
train step=280 loss=1.1932 sam_loss=1.8131 avg_loss=1.2366 acc1=73.44
train step=300 loss=1.0037 sam_loss=1.5872 avg_loss=1.2401 acc1=79.69
train step=320 loss=0.9587 sam_loss=1.5772 avg_loss=1.2350 acc1=82.81
train step=340 loss=1.1502 sam_loss=1.7855 avg_loss=1.2384 acc1=78.12
train step=360 loss=1.3275 sam_loss=1.9017 avg_loss=1.2438 acc1=67.19
train step=380 loss=1.4310 sam_loss=2.0100 avg_loss=1.2466 acc1=70.31
train step=400 loss=0.8808 sam_loss=1.4391 avg_loss=1.2408 acc1=76.56
train step=420 loss=1.0849 sam_loss=1.7776 avg_loss=1.2385 acc1=68.75
train step=440 loss=1.1204 sam_loss=1.7655 avg_loss=1.2396 acc1=73.44
train step=460 loss=1.4261 sam_loss=2.0816 avg_loss=1.2404 acc1=59.38
train step=480 loss=1.1374 sam_loss=1.7913 avg_loss=1.2380 acc1=68.75
train step=500 loss=1.3497 sam_loss=1.8664 avg_loss=1.2423 acc1=70.31
train step=520 loss=1.1086 sam_loss=1.6526 avg_loss=1.2426 acc1=70.31
train step=540 loss=1.3787 sam_loss=1.9763 avg_loss=1.2431 acc1=62.50
train step=560 loss=1.2494 sam_loss=1.8050 avg_loss=1.2408 acc1=68.75
train step=580 loss=1.0764 sam_loss=1.6690 avg_loss=1.2394 acc1=68.75
train step=600 loss=1.4271 sam_loss=2.0494 avg_loss=1.2393 acc1=62.50
train step=620 loss=1.2154 sam_loss=1.8604 avg_loss=1.2394 acc1=65.62
train step=640 loss=1.4984 sam_loss=2.1271 avg_loss=1.2393 acc1=60.94
train step=660 loss=1.3014 sam_loss=1.8745 avg_loss=1.2375 acc1=68.75
train step=680 loss=1.2260 sam_loss=1.8562 avg_loss=1.2375 acc1=67.19
train step=700 loss=1.0282 sam_loss=1.6065 avg_loss=1.2392 acc1=78.12
train step=720 loss=1.1089 sam_loss=1.6613 avg_loss=1.2404 acc1=71.88
train step=740 loss=1.3699 sam_loss=1.9907 avg_loss=1.2417 acc1=70.31
train step=760 loss=1.2717 sam_loss=1.9062 avg_loss=1.2404 acc1=68.75
train step=780 loss=1.3795 sam_loss=1.9434 avg_loss=1.2405 acc1=62.50
epoch=26 train_acc1=69.428 val_acc1=87.400 val_acc5=98.670 best=87.400
train step=0 loss=1.3254 sam_loss=1.8404 avg_loss=1.3254 acc1=75.00
train step=20 loss=1.1228 sam_loss=1.7223 avg_loss=1.2474 acc1=71.88
train step=40 loss=1.2177 sam_loss=1.7911 avg_loss=1.2330 acc1=68.75
train step=60 loss=1.2352 sam_loss=1.8339 avg_loss=1.2454 acc1=73.44
train step=80 loss=1.2402 sam_loss=1.8341 avg_loss=1.2421 acc1=67.19
train step=100 loss=0.9776 sam_loss=1.5531 avg_loss=1.2159 acc1=71.88
train step=120 loss=0.8723 sam_loss=1.3399 avg_loss=1.2167 acc1=79.69
train step=140 loss=1.2119 sam_loss=1.7604 avg_loss=1.1994 acc1=68.75
train step=160 loss=1.3315 sam_loss=1.9039 avg_loss=1.1995 acc1=65.62
train step=180 loss=1.2771 sam_loss=1.8681 avg_loss=1.2026 acc1=68.75
train step=200 loss=1.4214 sam_loss=1.9486 avg_loss=1.2021 acc1=62.50
train step=220 loss=1.3443 sam_loss=1.8859 avg_loss=1.2049 acc1=71.88
train step=240 loss=0.8326 sam_loss=1.2892 avg_loss=1.2032 acc1=78.12
train step=260 loss=0.9903 sam_loss=1.5908 avg_loss=1.2030 acc1=75.00
train step=280 loss=1.3383 sam_loss=1.9340 avg_loss=1.2089 acc1=60.94
train step=300 loss=1.3320 sam_loss=1.9318 avg_loss=1.2113 acc1=68.75
train step=320 loss=1.4946 sam_loss=2.1316 avg_loss=1.2127 acc1=59.38
train step=340 loss=1.2519 sam_loss=1.8492 avg_loss=1.2165 acc1=76.56
train step=360 loss=0.9261 sam_loss=1.4679 avg_loss=1.2169 acc1=75.00
train step=380 loss=0.9524 sam_loss=1.4906 avg_loss=1.2165 acc1=76.56
train step=400 loss=1.2831 sam_loss=1.8574 avg_loss=1.2179 acc1=60.94
train step=420 loss=1.1627 sam_loss=1.7061 avg_loss=1.2160 acc1=70.31
train step=440 loss=1.5594 sam_loss=2.1626 avg_loss=1.2146 acc1=65.62
train step=460 loss=1.4008 sam_loss=2.1772 avg_loss=1.2142 acc1=60.94
train step=480 loss=1.0484 sam_loss=1.6388 avg_loss=1.2147 acc1=79.69
train step=500 loss=1.0784 sam_loss=1.6473 avg_loss=1.2138 acc1=78.12
train step=520 loss=1.4528 sam_loss=2.1369 avg_loss=1.2165 acc1=62.50
train step=540 loss=1.5128 sam_loss=2.1240 avg_loss=1.2180 acc1=67.19
train step=560 loss=0.9694 sam_loss=1.5259 avg_loss=1.2172 acc1=75.00
train step=580 loss=1.0214 sam_loss=1.5468 avg_loss=1.2163 acc1=78.12
train step=600 loss=1.2818 sam_loss=1.8919 avg_loss=1.2187 acc1=64.06
train step=620 loss=1.4568 sam_loss=2.0968 avg_loss=1.2206 acc1=60.94
train step=640 loss=1.2862 sam_loss=1.9004 avg_loss=1.2199 acc1=71.88
train step=660 loss=0.9366 sam_loss=1.5398 avg_loss=1.2196 acc1=78.12
train step=680 loss=1.5083 sam_loss=2.1457 avg_loss=1.2217 acc1=60.94
train step=700 loss=1.2306 sam_loss=1.8770 avg_loss=1.2247 acc1=71.88
train step=720 loss=1.3870 sam_loss=1.9774 avg_loss=1.2253 acc1=70.31
train step=740 loss=1.0174 sam_loss=1.6172 avg_loss=1.2245 acc1=68.75
train step=760 loss=1.0782 sam_loss=1.6670 avg_loss=1.2232 acc1=78.12
train step=780 loss=1.4728 sam_loss=2.1414 avg_loss=1.2235 acc1=64.06
epoch=27 train_acc1=70.060 val_acc1=87.410 val_acc5=98.680 best=87.410
train step=0 loss=1.1838 sam_loss=1.6775 avg_loss=1.1838 acc1=70.31
train step=20 loss=1.3030 sam_loss=1.8700 avg_loss=1.1829 acc1=65.62
train step=40 loss=1.3488 sam_loss=1.9021 avg_loss=1.2426 acc1=70.31
train step=60 loss=0.9994 sam_loss=1.5171 avg_loss=1.2213 acc1=73.44
train step=80 loss=1.3991 sam_loss=1.9748 avg_loss=1.2203 acc1=65.62
train step=100 loss=0.9431 sam_loss=1.4873 avg_loss=1.2096 acc1=76.56
train step=120 loss=1.4355 sam_loss=2.0152 avg_loss=1.2287 acc1=64.06
train step=140 loss=1.0815 sam_loss=1.6264 avg_loss=1.2332 acc1=70.31
train step=160 loss=1.1322 sam_loss=1.6861 avg_loss=1.2288 acc1=75.00
train step=180 loss=0.8799 sam_loss=1.5236 avg_loss=1.2301 acc1=84.38
train step=200 loss=1.1039 sam_loss=1.6556 avg_loss=1.2298 acc1=71.88
train step=220 loss=1.2056 sam_loss=1.8356 avg_loss=1.2331 acc1=68.75
train step=240 loss=1.6064 sam_loss=2.2510 avg_loss=1.2362 acc1=62.50
train step=260 loss=1.1604 sam_loss=1.7823 avg_loss=1.2299 acc1=70.31
train step=280 loss=1.1198 sam_loss=1.7156 avg_loss=1.2233 acc1=73.44
train step=300 loss=1.4127 sam_loss=2.0762 avg_loss=1.2273 acc1=64.06
train step=320 loss=1.0417 sam_loss=1.6020 avg_loss=1.2274 acc1=71.88
train step=340 loss=1.0150 sam_loss=1.6343 avg_loss=1.2232 acc1=75.00
train step=360 loss=1.3706 sam_loss=1.8923 avg_loss=1.2245 acc1=73.44
train step=380 loss=1.2801 sam_loss=1.9177 avg_loss=1.2220 acc1=62.50
train step=400 loss=1.3943 sam_loss=1.9295 avg_loss=1.2243 acc1=68.75
train step=420 loss=1.0907 sam_loss=1.7005 avg_loss=1.2261 acc1=75.00
train step=440 loss=1.0159 sam_loss=1.5483 avg_loss=1.2272 acc1=78.12
train step=460 loss=1.0580 sam_loss=1.6021 avg_loss=1.2256 acc1=71.88
train step=480 loss=1.0843 sam_loss=1.5996 avg_loss=1.2259 acc1=76.56
train step=500 loss=1.2478 sam_loss=1.7817 avg_loss=1.2236 acc1=71.88
train step=520 loss=1.1924 sam_loss=1.8056 avg_loss=1.2238 acc1=71.88
train step=540 loss=1.3641 sam_loss=1.9980 avg_loss=1.2239 acc1=64.06
train step=560 loss=1.0784 sam_loss=1.7329 avg_loss=1.2219 acc1=71.88
train step=580 loss=1.3688 sam_loss=1.9934 avg_loss=1.2219 acc1=64.06
train step=600 loss=1.1489 sam_loss=1.7355 avg_loss=1.2227 acc1=67.19
train step=620 loss=1.1681 sam_loss=1.7857 avg_loss=1.2218 acc1=70.31
train step=640 loss=1.2782 sam_loss=1.8973 avg_loss=1.2208 acc1=67.19
train step=660 loss=0.9577 sam_loss=1.5056 avg_loss=1.2191 acc1=82.81
train step=680 loss=1.5549 sam_loss=2.2152 avg_loss=1.2190 acc1=67.19
train step=700 loss=0.9879 sam_loss=1.5607 avg_loss=1.2183 acc1=71.88
train step=720 loss=1.1251 sam_loss=1.6502 avg_loss=1.2188 acc1=76.56
train step=740 loss=1.4856 sam_loss=2.0412 avg_loss=1.2203 acc1=64.06
train step=760 loss=1.2546 sam_loss=1.8731 avg_loss=1.2198 acc1=64.06
train step=780 loss=1.1333 sam_loss=1.6657 avg_loss=1.2202 acc1=76.56
epoch=28 train_acc1=69.960 val_acc1=87.910 val_acc5=98.630 best=87.910
train step=0 loss=1.2296 sam_loss=1.7080 avg_loss=1.2296 acc1=73.44
train step=20 loss=1.4262 sam_loss=2.0281 avg_loss=1.2041 acc1=64.06
train step=40 loss=0.9754 sam_loss=1.4614 avg_loss=1.1966 acc1=79.69
train step=60 loss=1.1565 sam_loss=1.7012 avg_loss=1.1742 acc1=73.44
train step=80 loss=1.3290 sam_loss=1.9254 avg_loss=1.1965 acc1=65.62
train step=100 loss=0.8872 sam_loss=1.3868 avg_loss=1.1939 acc1=78.12
train step=120 loss=1.2429 sam_loss=1.7903 avg_loss=1.1976 acc1=64.06
train step=140 loss=1.1570 sam_loss=1.6691 avg_loss=1.1979 acc1=70.31
train step=160 loss=1.2697 sam_loss=1.8624 avg_loss=1.1942 acc1=71.88
train step=180 loss=1.4989 sam_loss=2.0958 avg_loss=1.1946 acc1=64.06
train step=200 loss=1.0889 sam_loss=1.6497 avg_loss=1.1944 acc1=75.00
train step=220 loss=0.9994 sam_loss=1.5217 avg_loss=1.1996 acc1=73.44
train step=240 loss=1.4060 sam_loss=1.9446 avg_loss=1.2035 acc1=60.94
train step=260 loss=1.1541 sam_loss=1.7048 avg_loss=1.2002 acc1=68.75
train step=280 loss=1.3216 sam_loss=1.9207 avg_loss=1.2029 acc1=70.31
train step=300 loss=1.2143 sam_loss=1.7651 avg_loss=1.2006 acc1=65.62
train step=320 loss=1.1617 sam_loss=1.7417 avg_loss=1.2015 acc1=67.19
train step=340 loss=1.1629 sam_loss=1.7655 avg_loss=1.1985 acc1=67.19
